track_id,name,artists,album,duration_ms,explicit,popularity,preview_url,in_playlist_ids
7j6PBIabWxiR4DTFqs1Gqq,Pivotal Scape,Seta Loto,Earth-Related System,333182,False,3,https://p.scdn.co/mp3-preview/3d159c761f595ccac3304c75b8f2c58ca5250660?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W;2kjc2CgfaaoLnFPQPXFzEJ
6XoAPoml3wFR2F0FcT8dUy,Bioluminescence - Original mix,Tom Place,Bioluminescence,390857,False,0,https://p.scdn.co/mp3-preview/73a5dd0dda2bb75779a19d2976d4932378063aba?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W
4LEpHZHoMGGcdPOW9kZGo7,Blixt av det yttersta,Evigt Mörker,Ovigd Jord,226544,False,5,https://p.scdn.co/mp3-preview/e3f0ae8eb0cff47b9b7f831b0dcd3b469fc0f27b?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W;2kjc2CgfaaoLnFPQPXFzEJ
70VYrpsK0MD7cheDuIBiuL,Stranded,Sonic,The Eye of Jupiter,357740,False,3,https://p.scdn.co/mp3-preview/dde51d0aaca4e889d9a15f2bfc60a50c25735d62?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W;4BalJKYLBKsUaXE6YX1bbp
0BbIOwJTXDLgHh281bPPXk,"Sí, idealízame",Verraco,Breathe… Godspeed,334000,False,10,https://p.scdn.co/mp3-preview/2c3be86a61846990331248e8bb85526651eb2755?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W
1e48H7RDfHZApcngAs2FNu,Raffica - Faster Horses Remix,WOLTERS; Faster Horses,ONE EP,438466,False,17,https://p.scdn.co/mp3-preview/c7e84da07a92fb928cefbd48db00767dcdc99adb?cid=2d41cd0ab78d4fc180a3b32d56acd648,3M06PalFbreIvlXXFLk93W
1DC2xRu4KJ83TWf2Uv2wkN,PLANÆT,UFO95,PLANÆT,392156,False,7,https://p.scdn.co/mp3-preview/9efc98791154be329f500a0f3f3996655217f72d?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
1Jls7lu9XvjxCt4PGWxAfX,Funk Contender,6 SENSE,Funk Contender,423833,False,15,https://p.scdn.co/mp3-preview/12c933e80ce176da409c11b1984478e53e812f8f?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
5i0FX9KL65uFJHm2MnAist,KEEK2.0,UFO95,PLANÆT,341960,False,10,https://p.scdn.co/mp3-preview/26328b5e71752eeb90d72ca4f36e8faf640e8bd9?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
30EOpp3vePlfiwqXiP0N2h,Cloud Sniff,LUCKER,Cloud Sniff,260851,False,3,https://p.scdn.co/mp3-preview/4381f8bf24164d521682fe93d8a5901915cc81d2?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
705o2fSLl0NyHvVYUMVDl8,Gamma Whateela,Chontane,Dream Speech,320275,False,6,https://p.scdn.co/mp3-preview/39d42255c3db5da3a70703777f157b3814ee4a9c?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
628qJyGUO6nlfkax4GcqM7,On / Offline,Anetha; UFO95,Popularity Is Overrated,335606,False,32,https://p.scdn.co/mp3-preview/24f463071b2913649fb5abe4421295e8657d946a?cid=2d41cd0ab78d4fc180a3b32d56acd648,2kjc2CgfaaoLnFPQPXFzEJ
7JLfvftSUIgMxaWWcLJQZk,I'd love to fly,nthng,I'd love to fly,345112,False,29,https://p.scdn.co/mp3-preview/992837f321c6ee067ad887e47b81db5feea2de48?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9;2REI2t9RBiuDgwfk0VzeTO
1PZ8axyp6UU4M5UJxPxE25,white shadow,Bucky,white shadow,173023,False,17,https://p.scdn.co/mp3-preview/8a7e06feb7c7e68a335e14baf3dc7bdf8de71ef5?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
5ZcuJHW7W5UZAzDiRACTbI,Sylens - Interlude,2XM,Love Unbound,158222,False,9,https://p.scdn.co/mp3-preview/c4f967d5ae0448c19bc5b511706010e4d143ad9f?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
1h0ZFIwAm666iLdXnLieyZ,Everything Will Change,Neon Streams,Midnight Sun,216000,False,16,https://p.scdn.co/mp3-preview/4967a839dd1a15786dee80b5a517e9311121cb9c?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
0271HA1mGJS4ehO5vKZ3Tv,Lost In The Distance,DREGS; Villem,Bourne Again,123700,False,12,https://p.scdn.co/mp3-preview/ef093e4e4ccdc211ea8309ba3f71fe0c908d8cff?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
4G38JGB1cl0hwXmixayhFg,Place Des Vosges,Man2Sky,One night in paris,133581,False,8,https://p.scdn.co/mp3-preview/a351c0b8c87ac7013f7fdb5365136ab36a0699db?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
4bfOiIITpl4jSJKZFGQZep,Don´t leave,Martin Jarl,Underground,266278,False,14,https://p.scdn.co/mp3-preview/7ea19fe75c292730d75d35c328bc9344788bcac5?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9
3GFDZTZ8eToInsnq5OeDyM,Kama Sutra,Boo,Kama Sutra,148260,False,12,https://p.scdn.co/mp3-preview/4283d12185cbbfa6f62e9ae3b28c3fefd2c258b2?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
6C2QTddIvSC9v7FJIjCVLV,Negative - Synkro Remix,Tom Jarmey; Dodd Noble; Ed Hodge; Synkro,Negative (Synkro Remix),316592,False,27,https://p.scdn.co/mp3-preview/8ca3af393940bcd5622540ad1b4522e4d709964b?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
57GN5WnmxlBSUMqozCmyH8,Natural to a Vine,Abstract Aprils,"Archives, Vol. 4",127000,False,30,https://p.scdn.co/mp3-preview/31f2e336962256f7f61dac5588caa84df10e691e?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;7E589X6ftMNzIE5PQLHiv9;2REI2t9RBiuDgwfk0VzeTO
1WDfCHxaTrqaJBVeT48mbF,Tube of Air,Tony Gerber,Mindful Space,465445,False,0,https://p.scdn.co/mp3-preview/852ee10d65f64a82d3dbd442f61467ef0b065ca8?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;5TFWyATMCRWD10pwk1RVfv
1DGSeXx3jhEInPQnL4r49b,Kapajojoro,Zemög,Daxita,378082,False,2,https://p.scdn.co/mp3-preview/13ab98d9d878f57ca4d42232c6d32fb34ff46af7?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
2bIW06Ocg99J7PnFY0dmyJ,Kamayuk Version,Luigi Tozzi,5 Years Of Danza Nativa,400927,False,7,https://p.scdn.co/mp3-preview/039213dee4bb6ec904d5471c43175df35585f191?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
6QCG5L1q5UO4YYcs4o8J9Q,Personal Velocity,Purelink,it wasn't really me,262105,False,21,https://p.scdn.co/mp3-preview/76c0b76458a68397d121aa54cdde198ef526ee68?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
0xtg1THXrbrHipnlZOx7H5,Pet Shop B,DJ Lostboi,Untitled,168168,False,30,https://p.scdn.co/mp3-preview/65ba2dbf642df89257f0a3e3c7bf9503d9776feb?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp
1GvfyuNsXiIYqbFrPo5bom,FDD+F,Cotton Mouth,Oxherder Songs,158571,False,2,https://p.scdn.co/mp3-preview/5c7340b7e71ce6e40a4b501526d8e9919ce05cd5?cid=2d41cd0ab78d4fc180a3b32d56acd648,4BalJKYLBKsUaXE6YX1bbp;2REI2t9RBiuDgwfk0VzeTO
2pZxoGV2ugtbVqcQvazAJw,Tahara,Universal Solution,Eben EP,335542,False,8,https://p.scdn.co/mp3-preview/190114b6b3ff410fec23576a08c03faa75f2e464?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
33LMMr35QAGh56ZuCVwazz,Only The Good Times - Burial Remix,L.B. Dub Corp; Burial,Only The Good Times,634321,False,35,https://p.scdn.co/mp3-preview/829da09af28163ce5d2c71ac14d4a3edb377020d?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
1cB8tYogUqCsU9P7NYwEDf,X Sun,Slimskit,X Sun,179495,False,12,https://p.scdn.co/mp3-preview/3030dad6ac4652f16885d375054159900b3127a8?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
6he2AK47ZftyvuhdjEeOXd,Forest Lights,Inferno Beats,Forest Lights,200358,False,8,https://p.scdn.co/mp3-preview/9e20b928562f37df5500379dc3df38222cc667d4?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
0FiOjtaGMMxwt6RC2WQYbA,And on,nthng,And on,527255,False,28,https://p.scdn.co/mp3-preview/18f731b25977f541ec39cc5f307c3f9d05a11535?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
6XpcFEtSGhtbjLV9fJADMp,Columbia Reach,Hello Meteor,Shadow Boundaries,282187,False,20,https://p.scdn.co/mp3-preview/94da0bab5ff109dc6bff3d61abcbaa097ce7c396?cid=2d41cd0ab78d4fc180a3b32d56acd648,7E589X6ftMNzIE5PQLHiv9
4yDFhjGlhRcS5Ay8mBYuk5,993,Blawan,Nutrition,363642,False,27,https://p.scdn.co/mp3-preview/86ecf33e690ed13adee6b738be5bfc1fc2f415a1?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
06dyS71Qi8996xUckx1hFg,Untrue,Burial,Untrue,378693,False,36,https://p.scdn.co/mp3-preview/d5e75b8b58275f4fbc79afedb8feff76d1ebc39f?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
26uKYMxYe2qudb5TWOc5aN,Nulspace,Atrice,Backrooms,357651,False,4,https://p.scdn.co/mp3-preview/72ec4bdea36ee05c629476a30254199e302e3567?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
1pyEzP8rCLZeP725lJ0u1B,Freeze Out,Průvan,Zlobivá,253638,False,7,https://p.scdn.co/mp3-preview/175ed139be96fbf012bf5b37f5f19659cae8a17e?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
3iTpEKAecoHmc5LhhqrnL9,24hr,Tzusing; TSVI,"Nervous Horizon, Vol. 3",386694,False,6,https://p.scdn.co/mp3-preview/4d79c2945b32dba3d3d603bf2589dced207313c9?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
2fvAOyTWvefRAPQhIyTtq2,Set the Trap,Asquith,Set the Trap,349177,False,22,https://p.scdn.co/mp3-preview/559e5f9f3b9ca79df2e1dc4605626b98110941b2?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
7bNBdRO6T8JwAp1tMwCaqf,Rival Dealer,Burial,Rival Dealer,645759,True,23,https://p.scdn.co/mp3-preview/4df2775937f428daeefe3c243e10c1318bdd2815?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
5rmVZM8qNtDNu5MFc2BP6S,Can't Anticipate,Clouds,Can't Anticipate,322335,False,2,https://p.scdn.co/mp3-preview/43e180d9a4c03ff0d7be091374681400c83c1783?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
1WKVyWtdJf1G8iYRjy8b8K,No More Tears - Trudge Remix,SWIM; Trudge,Years On Years (Remixes),355715,False,15,https://p.scdn.co/mp3-preview/2f97125cdd6a00bc1ce082068d2bac06dba98d6d?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
0AyCCnIIcyQeYtUMkDE5fK,Evolutionary Inertia,Katatonic Silentio,Emotional Gun,219669,False,3,https://p.scdn.co/mp3-preview/31f3e9437660e0e2a2d7d20c4d5718acd1afe71c?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
12Ypr3PCVJ2i7Uwz93q1Vl,Opr,Gesaffelstein,Conspiracy Pt.2,233965,False,58,https://p.scdn.co/mp3-preview/6fd0e7364b258c5287f46055898a7812b924f26e?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
6nJqXnmulkOo9v58cEKLZh,Hi-Res,E-Talking,Hi-Res,302410,False,4,https://p.scdn.co/mp3-preview/0d7cdf925d138b688c43cbd06a989240d4375b42?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
7fxXPUDKDqUibNy5zWEdI3,Fallin' in Love,SIKOTI; Teletech,Fallin' in Love,314117,False,50,https://p.scdn.co/mp3-preview/6417d167f266eb814159f0721dcd16124c4cc07b?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
2DpV9dZvoO79g3Jw2awdck,Blunt Trauma,Porchcrawler,Blunt Trauma,366857,False,1,https://p.scdn.co/mp3-preview/fbf7bcafe27d5ea705abc895e98854c78cfd3ca0?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
4HcjdZLmmsU1jhUzxw93dr,Direct It To The Roof - RIOT CODE Remix,AZYR; RIOT CODE,Speed Masters,286388,False,49,https://p.scdn.co/mp3-preview/54ff02bd5510a1da92355da265011ff93172ad67?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
0mnE2wW2iqRsjpPn8Mxiix,Parasomnia,Circo; blk.; Teletech,Parasomnia,277513,False,48,https://p.scdn.co/mp3-preview/026e98363b06aa62ce9cbb939e66c57a59f82006?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
4FhDoS97l6Tc7ySe6eLtYa,Wrecked,Zonal,Wrecked,386552,False,12,https://p.scdn.co/mp3-preview/df6af9ab691b08c390392fd93a6281944b32487c?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
04wUxrOitTUoCAdtbgyFGR,Chevo Chevo,Locked Club,Chevo Chevo,311418,True,30,https://p.scdn.co/mp3-preview/303c91236ff539e135978d4651589c5ca097ccf0?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
2BtNKxwH22ym0YDPiqVeuM,BL00D,Owl Vision,PAIN.EXE,101946,False,51,https://p.scdn.co/mp3-preview/7306a0d4b2c9533dab50f1fc480001b1002e4085?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
7nyprGzLfhdp0zJfa0peji,Obsession,Gesaffelstein,Aleph,249373,False,42,https://p.scdn.co/mp3-preview/77d88fac51f637e89521aafb689b79d581cfa3ae?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
4BVcmSJl06n5jjQsFi83yJ,Dominate VIP,Space Laces,Dominate VIP,229262,False,47,https://p.scdn.co/mp3-preview/56dfb348efb45c3d0cd97c8e046adf50fdcc5ed0?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
4rQnF8l5bH51EHYWWjzylc,Untitled Textures,Mønic,Emigre Reworked,349500,False,8,https://p.scdn.co/mp3-preview/ef6ade2c5a95d48fd53a764a7304943613c05ca9?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
20MO8DVGrLoYxXdv7aQ2KG,Real2Real,Mr. Bill; Gardnsound,Mechanomorphic,225941,False,27,https://p.scdn.co/mp3-preview/35dacf0ee17c03c567feefdd3d62659ae4c40e71?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
0aUS3cD0yw4fBfCyAPeNji,Nailbath,LUCKER,Nailbath,278639,False,1,https://p.scdn.co/mp3-preview/cd9ab91df9d5b6245f21e187db976483465ee721?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
0Vl5NUxWMlffRZfAEUiH6U,Inferno,Revizia,Exhibit,196363,False,20,https://p.scdn.co/mp3-preview/e8fa750797ffdddf30abdb8641d5a3500e3bf404?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
3qL63QvSTHvC4Uw8eEhz4z,Supersonic (my existence),Skrillex; Noisia; josh pan; Dylan Brady,Quest For Fire,165372,False,60,https://p.scdn.co/mp3-preview/8550acb40d354a78219d1c464624eef2dfc9646b?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
0meQGpIV8nIRF1OUN1tTgX,Pandaemonium,Giant Swan,Giant Swan,298673,False,23,https://p.scdn.co/mp3-preview/22163af6a085091157ece646621b588d85bec529?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
1zglHrrcfMGVZDarWITIwF,Holy Shit,Owl Vision,Doomster,268623,True,40,https://p.scdn.co/mp3-preview/01412fa8757929869fa3a02e3033deaaec7fffa9?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
7BqFMm2aOqanmtY1191owA,Spectral - Original Mix,Alignment,Spectral,389221,False,1,https://p.scdn.co/mp3-preview/3c1478c7da3949578c4ef3479ad6c4cdab78fc4c?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
3nntPau2jOD7XYUirviivj,Resonance,Bhrisc,From Nowhere EP,404863,False,1,https://p.scdn.co/mp3-preview/0b6352705ddbf23feaa4ac78314db50f9446ee1b?cid=2d41cd0ab78d4fc180a3b32d56acd648,2mcPdKhNEqRdaY1VwKnFFL
56N8onoNDcWJeSMVYO6poO,call yu out,Last Nubian; Sweet Fruity Brunch,Babylon Shuffle,151787,False,7,https://p.scdn.co/mp3-preview/331372dd752420b359d23776658265718fa01446?cid=2d41cd0ab78d4fc180a3b32d56acd648,25sAVvJiwtz3u5UVxxM9YK;7HUz93pUMaxhgpCrNb3IqW
0CgtgR2Rz4z9zmbclEhpg8,Scorpio,James K; hoodie,065 (Scorpio),481160,False,34,https://p.scdn.co/mp3-preview/65536e277b0184f922083bdfa89d8b0dcc77c0c2?cid=2d41cd0ab78d4fc180a3b32d56acd648,25sAVvJiwtz3u5UVxxM9YK;0mhEjAc1GmdoI1EsDdzytD
2u8znkH9MEXJ1sjiQvHcAV,No Angels/ICU,Mike Midnight; 3NDLES5,Angel Hours,258876,False,20,https://p.scdn.co/mp3-preview/22034f8c50a2e83205d3b22f2a80724ec55f793b?cid=2d41cd0ab78d4fc180a3b32d56acd648,25sAVvJiwtz3u5UVxxM9YK
7rHv6aeboZ8axyZa0IfObt,Piano Song,Danny L Harle; MC Boing,Harlecore,100973,False,20,https://p.scdn.co/mp3-preview/7fb1c5f7c63aaf93ce7369a6bb84fcd497b2ddf2?cid=2d41cd0ab78d4fc180a3b32d56acd648,10YFKmyuG2QmYKlXlvbcaa;0mhEjAc1GmdoI1EsDdzytD
40DarBiyfVPEC6OQid9jv6,44ever,Logic,44ever,115819,True,64,https://p.scdn.co/mp3-preview/22a5c29f28305a4d8cc3536686fab5f75baab330?cid=2d41cd0ab78d4fc180a3b32d56acd648,10YFKmyuG2QmYKlXlvbcaa
1zucHJN4WKHIzSL4FyiJw9,Innermission,Logic; Lucy Rose,The Incredible True Story,240053,True,46,https://p.scdn.co/mp3-preview/61e222736caa7825e30bda0d6bf0fe13fd7b0aea?cid=2d41cd0ab78d4fc180a3b32d56acd648,10YFKmyuG2QmYKlXlvbcaa
0NVnlAuLfKeOxK0sxvJFKI,Brat,J Wax; LN,Brat/Nasty,152659,False,32,https://p.scdn.co/mp3-preview/224e1c09119396faa8d348abcf3494c5972ce608?cid=2d41cd0ab78d4fc180a3b32d56acd648,10YFKmyuG2QmYKlXlvbcaa
1DNvYQWmYVnKzXZUYssNhX,While U Sleep,DJ HEARTSTRING; Narciss,Why Can't We Live Forever?,164826,False,51,https://p.scdn.co/mp3-preview/0352323d4a167053f6ff12c79a10efbec39fea78?cid=2d41cd0ab78d4fc180a3b32d56acd648,10YFKmyuG2QmYKlXlvbcaa
1QLbtjeGaVIpRgDSjzJVFK,My Surreality,Little Swift; Luca Vasta,The Signal (Soundtrack from the Netflix Series),128942,False,16,https://p.scdn.co/mp3-preview/d92ad7034d287858c4ba6ae661b36550dc6bc13b?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
3yF3Xjc8Z1yQ6knf1qOHlx,Conjuring Hell,Smokey Brights,Pacific Drive Radio Soundtrack,240258,False,27,https://p.scdn.co/mp3-preview/8852733aa681a14817b6aa23b0406e04a4611141?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
3QFAIe2fChIpKbhXRiu7RZ,White Rabbit - Marcel Dettmann and Gabriel Mounsey Remix,Jefferson Airplane; Marcel Dettmann; Gabriel Mounsey,White Rabbit EP,197262,False,29,https://p.scdn.co/mp3-preview/2079bc0617838f0032533d12bf0ed17b0e137543?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
6D9kqdDNVjwwPfPbiCIIh0,Arnar's Wall,Petur Thor Benediktsson,The Valhalla Murders (Music from the Original TV Series),282000,False,7,https://p.scdn.co/mp3-preview/733edc354a9d4033ee9dffef559af71fab8f1fdb?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
3Tu2lXJ1iNbeG7XE1CS8mK,"This Word, Love",Felix White,McEnroe OST,207160,False,3,https://p.scdn.co/mp3-preview/5284a04fbc148f70cde469700c68b606f1ca3843?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
55lnfSdmOIadWTl6CmE7yQ,Time To Sleep,Mark Pinhasov; SCHWARZ,Time To Sleep,152466,False,2,https://p.scdn.co/mp3-preview/56c6e9b597341729987b9dbad03d4696871dfc26?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
2gLLRjRdCEWd2cIWeHp4p6,D'une lueur,Maxence Dussere,De Grâce (Bande originale de la Série),195191,False,3,https://p.scdn.co/mp3-preview/c442c1ecaa62ec41c5912241de77461e754784b5?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
2lqaVvI8tqZpVwC5Cuxsbn,The Paradigm,Lil Yachty,Leave the World Behind (Soundtrack from the Netflix Film),139764,False,35,https://p.scdn.co/mp3-preview/84ddf55a418765f3e9c5271699e15003d90f8611?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
6hXvjGGS7TN7vl76OH2ZPt,Crash Boom Bang (Killing Eve),Unloved,Crash Boom Bang (Killing Eve),194127,False,26,https://p.scdn.co/mp3-preview/8bbc19edd808acc5dac3b6502e13f765fa93b7bf?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
3O78PrBRfVUNZAATesWusY,"Walk On, Yeah",Unloved,"Walk on, Yeah",278639,False,21,https://p.scdn.co/mp3-preview/7327de5df833cad113d32a06d5971d44259f2bd1?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
0pFaxigqG1YoAanE0ONkfI,Skydiving Cats,Sado & Maso,Sado & Maso,346000,False,0,https://p.scdn.co/mp3-preview/163dd850af452a5999385d532bfd5957535716f4?cid=2d41cd0ab78d4fc180a3b32d56acd648,0mhEjAc1GmdoI1EsDdzytD
4wJZ7sDKieHiUClVWnMPHF,Utopia,36,Weaponised Serenity,198382,False,2,https://p.scdn.co/mp3-preview/0891801c28c288db6942bdf1d725272d34eb35a1?cid=2d41cd0ab78d4fc180a3b32d56acd648,3nsll4mwzPFdWHMEbFjjN5
2NfgAQ5VOeaXyTVGzbB6ai,Immensity,36,Weaponised Serenity,161624,False,1,https://p.scdn.co/mp3-preview/0906da0362facf210d5c0535c2e56e75617666be?cid=2d41cd0ab78d4fc180a3b32d56acd648,3nsll4mwzPFdWHMEbFjjN5
6MyX1j0UPibQ0ctswH6U8q,Obsidian,Northlane,Obsidian,236866,False,37,https://p.scdn.co/mp3-preview/2d8e2543655414ba3a80d237378c3316fd41f594?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
43DYsSpTXVQq4UyYdkIx6k,Xen,Northlane,Obsidian,348253,False,33,https://p.scdn.co/mp3-preview/a7e7721672aa5c904ce599c8103d4208dc9d8a71?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
2StHGD41bGpdCbzfIU4O48,Cypher,Northlane,Obsidian,277426,False,36,https://p.scdn.co/mp3-preview/eef980810a51415221602a2c1e4a603ae072397f?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
1ejEfq1ijp4tpbWzBLEFW2,Dark Solitaire,Northlane,Obsidian,294800,False,31,https://p.scdn.co/mp3-preview/23df007ee2a24dfa723e56cda8b1a4314935dbca?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
7ARO217bAYF35KapJKCwN0,Bed of Nails - 25th Anniversary Mix,Circle of Dust,Circle of Dust (25th Anniversary Edition) [Deluxe Edition],227044,False,20,https://p.scdn.co/mp3-preview/8920a4ef4caf08dbe690924333bacf48959331c7?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
5EsWEeTmpJ63pcEkoVh9rd,FBX,Volumes,Happier?,151453,False,42,https://p.scdn.co/mp3-preview/3015bdac8f33e7366592132cb6103b68b1c66ec7?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
55EpYJEZlZdK5aQTWDPfMi,Spookshow Baby - Black Leather Catsuit Mix,Rob Zombie,American Made Music To Strip By,275373,False,25,https://p.scdn.co/mp3-preview/d8c51dd9edcfc874181462f3a8f0f7b1f709b3cc?cid=2d41cd0ab78d4fc180a3b32d56acd648,0g1J8EfY6rzP9FQSi1dwWL
